id,route_id,bus_id,scheduled_start_time,actual_start_time,scheduled_end_time,actual_end_time,status,created_at
68,1,1,2025-08-15 14:30:00.289746,2025-08-15 14:30:00.289746,2025-08-15 15:05:00.289746,2025-08-15 15:05:00.289746,completed,2025-09-13 20:33:08.557826
69,1,2,2025-08-15 15:00:00.289746,2025-08-15 15:00:00.289746,2025-08-15 15:35:00.289746,2025-08-15 15:35:00.289746,completed,2025-09-13 20:33:08.557826
70,1,3,2025-08-15 15:30:00.289746,2025-08-15 15:30:00.289746,2025-08-15 16:05:00.289746,2025-08-15 16:05:00.289746,completed,2025-09-13 20:33:08.557826
71,1,3,2025-08-15 16:00:00.289746,2025-08-15 16:00:00.289746,2025-08-15 16:35:00.289746,2025-08-15 16:35:00.289746,completed,2025-09-13 20:33:08.557826
72,1,4,2025-08-15 16:30:00.289746,2025-08-15 16:30:00.289746,2025-08-15 17:05:00.289746,2025-08-15 17:05:00.289746,completed,2025-09-13 20:33:08.557826
73,1,2,2025-08-15 17:00:00.289746,2025-08-15 17:00:00.289746,2025-08-15 17:35:00.289746,2025-08-15 17:35:00.289746,completed,2025-09-13 20:33:08.557826
74,1,3,2025-08-15 17:15:00.289746,2025-08-15 17:15:00.289746,2025-08-15 17:50:00.289746,2025-08-15 17:50:00.289746,completed,2025-09-13 20:33:08.557826
75,1,1,2025-08-15 17:30:00.289746,2025-08-15 17:30:00.289746,2025-08-15 18:05:00.289746,2025-08-15 18:05:00.289746,completed,2025-09-13 20:33:08.557826
76,1,4,2025-08-15 17:45:00.289746,2025-08-15 17:45:00.289746,2025-08-15 18:20:00.289746,2025-08-15 18:20:00.289746,completed,2025-09-13 20:33:08.557826
77,1,1,2025-08-15 18:00:00.289746,2025-08-15 18:08:00.289746,2025-08-15 18:35:00.289746,2025-08-15 18:43:00.289746,completed,2025-09-13 20:33:08.557826
78,1,2,2025-08-15 18:15:00.289746,2025-08-15 18:15:00.289746,2025-08-15 18:50:00.289746,2025-08-15 18:50:00.289746,completed,2025-09-13 20:33:08.557826
79,1,3,2025-08-15 18:30:00.289746,2025-08-15 18:30:00.289746,2025-08-15 19:05:00.289746,2025-08-15 19:05:00.289746,completed,2025-09-13 20:33:08.557826
80,1,3,2025-08-15 18:45:00.289746,2025-08-15 18:45:00.289746,2025-08-15 19:20:00.289746,2025-08-15 19:20:00.289746,completed,2025-09-13 20:33:08.557826
81,1,3,2025-08-15 19:00:00.289746,2025-08-15 19:00:00.289746,2025-08-15 19:35:00.289746,2025-08-15 19:35:00.289746,completed,2025-09-13 20:33:08.557826
82,1,4,2025-08-15 19:15:00.289746,2025-08-15 19:15:00.289746,2025-08-15 19:50:00.289746,2025-08-15 19:50:00.289746,completed,2025-09-13 20:33:08.557826
83,1,2,2025-08-15 19:30:00.289746,2025-08-15 19:30:00.289746,2025-08-15 20:05:00.289746,2025-08-15 20:05:00.289746,completed,2025-09-13 20:33:08.557826
84,1,3,2025-08-15 19:45:00.289746,2025-08-15 19:45:00.289746,2025-08-15 20:20:00.289746,2025-08-15 20:20:00.289746,completed,2025-09-13 20:33:08.557826
85,1,2,2025-08-15 20:00:00.289746,2025-08-15 20:00:00.289746,2025-08-15 20:35:00.289746,2025-08-15 20:35:00.289746,completed,2025-09-13 20:33:08.557826
86,1,2,2025-08-15 20:30:00.289746,2025-08-15 20:30:00.289746,2025-08-15 21:05:00.289746,2025-08-15 21:05:00.289746,completed,2025-09-13 20:33:08.557826
87,1,3,2025-08-15 21:00:00.289746,2025-08-15 21:01:00.289746,2025-08-15 21:35:00.289746,2025-08-15 21:36:00.289746,completed,2025-09-13 20:33:08.557826
88,1,4,2025-08-15 21:30:00.289746,2025-08-15 21:30:00.289746,2025-08-15 22:05:00.289746,2025-08-15 22:05:00.289746,completed,2025-09-13 20:33:08.557826
89,1,4,2025-08-16 06:00:00.289746,2025-08-16 06:00:00.289746,2025-08-16 06:35:00.289746,2025-08-16 06:35:00.289746,completed,2025-09-13 20:33:08.557826
90,1,4,2025-08-16 06:30:00.289746,2025-08-16 06:30:00.289746,2025-08-16 07:05:00.289746,2025-08-16 07:05:00.289746,completed,2025-09-13 20:33:08.557826
91,1,1,2025-08-16 07:00:00.289746,2025-08-16 07:10:00.289746,2025-08-16 07:35:00.289746,2025-08-16 07:45:00.289746,completed,2025-09-13 20:33:08.557826
92,1,1,2025-08-16 07:15:00.289746,2025-08-16 07:15:00.289746,2025-08-16 07:50:00.289746,2025-08-16 07:50:00.289746,completed,2025-09-13 20:33:08.557826
93,1,4,2025-08-16 07:30:00.289746,2025-08-16 07:30:00.289746,2025-08-16 08:05:00.289746,2025-08-16 08:05:00.289746,completed,2025-09-13 20:33:08.557826
94,1,4,2025-08-16 07:45:00.289746,2025-08-16 07:45:00.289746,2025-08-16 08:20:00.289746,2025-08-16 08:20:00.289746,completed,2025-09-13 20:33:08.557826
95,1,3,2025-08-16 08:00:00.289746,2025-08-16 08:00:00.289746,2025-08-16 08:35:00.289746,2025-08-16 08:35:00.289746,completed,2025-09-13 20:33:08.557826
96,1,1,2025-08-16 08:15:00.289746,2025-08-16 08:15:00.289746,2025-08-16 08:50:00.289746,2025-08-16 08:50:00.289746,completed,2025-09-13 20:33:08.557826
97,1,4,2025-08-16 08:30:00.289746,2025-08-16 08:39:00.289746,2025-08-16 09:05:00.289746,2025-08-16 09:14:00.289746,completed,2025-09-13 20:33:08.557826
98,1,1,2025-08-16 08:45:00.289746,2025-08-16 08:45:00.289746,2025-08-16 09:20:00.289746,2025-08-16 09:20:00.289746,completed,2025-09-13 20:33:08.557826
99,1,2,2025-08-16 09:00:00.289746,2025-08-16 09:00:00.289746,2025-08-16 09:35:00.289746,2025-08-16 09:35:00.289746,completed,2025-09-13 20:33:08.557826
100,1,3,2025-08-16 09:15:00.289746,2025-08-16 09:18:00.289746,2025-08-16 09:50:00.289746,2025-08-16 09:53:00.289746,completed,2025-09-13 20:33:08.557826
101,1,2,2025-08-16 09:30:00.289746,2025-08-16 09:30:00.289746,2025-08-16 10:05:00.289746,2025-08-16 10:05:00.289746,completed,2025-09-13 20:33:08.557826
102,1,3,2025-08-16 09:45:00.289746,2025-08-16 09:45:00.289746,2025-08-16 10:20:00.289746,2025-08-16 10:20:00.289746,completed,2025-09-13 20:33:08.557826
103,1,4,2025-08-16 10:00:00.289746,2025-08-16 10:00:00.289746,2025-08-16 10:35:00.289746,2025-08-16 10:35:00.289746,completed,2025-09-13 20:33:08.557826
104,1,4,2025-08-16 10:30:00.289746,2025-08-16 10:38:00.289746,2025-08-16 11:05:00.289746,2025-08-16 11:13:00.289746,completed,2025-09-13 20:33:08.557826
105,1,3,2025-08-16 11:00:00.289746,2025-08-16 11:00:00.289746,2025-08-16 11:35:00.289746,2025-08-16 11:35:00.289746,completed,2025-09-13 20:33:08.557826
106,1,4,2025-08-16 11:30:00.289746,2025-08-16 11:30:00.289746,2025-08-16 12:05:00.289746,2025-08-16 12:05:00.289746,completed,2025-09-13 20:33:08.557826
107,1,4,2025-08-16 12:00:00.289746,2025-08-16 12:00:00.289746,2025-08-16 12:35:00.289746,2025-08-16 12:35:00.289746,completed,2025-09-13 20:33:08.557826
108,1,4,2025-08-16 12:30:00.289746,2025-08-16 12:30:00.289746,2025-08-16 13:05:00.289746,2025-08-16 13:05:00.289746,completed,2025-09-13 20:33:08.557826
109,1,4,2025-08-16 13:00:00.289746,2025-08-16 13:02:00.289746,2025-08-16 13:35:00.289746,2025-08-16 13:37:00.289746,completed,2025-09-13 20:33:08.557826
110,1,2,2025-08-16 13:30:00.289746,2025-08-16 13:30:00.289746,2025-08-16 14:05:00.289746,2025-08-16 14:05:00.289746,completed,2025-09-13 20:33:08.557826
111,1,4,2025-08-16 14:00:00.289746,2025-08-16 14:07:00.289746,2025-08-16 14:35:00.289746,2025-08-16 14:42:00.289746,completed,2025-09-13 20:33:08.557826
112,1,2,2025-08-16 14:30:00.289746,2025-08-16 14:30:00.289746,2025-08-16 15:05:00.289746,2025-08-16 15:05:00.289746,completed,2025-09-13 20:33:08.557826
113,1,2,2025-08-16 15:00:00.289746,2025-08-16 15:00:00.289746,2025-08-16 15:35:00.289746,2025-08-16 15:35:00.289746,completed,2025-09-13 20:33:08.557826
114,1,3,2025-08-16 15:30:00.289746,2025-08-16 15:30:00.289746,2025-08-16 16:05:00.289746,2025-08-16 16:05:00.289746,completed,2025-09-13 20:33:08.557826
115,1,2,2025-08-16 16:00:00.289746,2025-08-16 16:00:00.289746,2025-08-16 16:35:00.289746,2025-08-16 16:35:00.289746,completed,2025-09-13 20:33:08.557826
116,1,2,2025-08-16 16:30:00.289746,2025-08-16 16:30:00.289746,2025-08-16 17:05:00.289746,2025-08-16 17:05:00.289746,completed,2025-09-13 20:33:08.557826
117,1,2,2025-08-16 17:00:00.289746,2025-08-16 17:00:00.289746,2025-08-16 17:35:00.289746,2025-08-16 17:35:00.289746,completed,2025-09-13 20:33:08.557826
118,1,1,2025-08-16 17:15:00.289746,2025-08-16 17:15:00.289746,2025-08-16 17:50:00.289746,2025-08-16 17:50:00.289746,completed,2025-09-13 20:33:08.557826
119,1,2,2025-08-16 17:30:00.289746,2025-08-16 17:30:00.289746,2025-08-16 18:05:00.289746,2025-08-16 18:05:00.289746,completed,2025-09-13 20:33:08.557826
120,1,2,2025-08-16 17:45:00.289746,2025-08-16 17:45:00.289746,2025-08-16 18:20:00.289746,2025-08-16 18:20:00.289746,completed,2025-09-13 20:33:08.557826
121,1,1,2025-08-16 18:00:00.289746,2025-08-16 18:00:00.289746,2025-08-16 18:35:00.289746,2025-08-16 18:35:00.289746,completed,2025-09-13 20:33:08.557826
122,1,3,2025-08-16 18:15:00.289746,2025-08-16 18:15:00.289746,2025-08-16 18:50:00.289746,2025-08-16 18:50:00.289746,completed,2025-09-13 20:33:08.557826
123,1,4,2025-08-16 18:30:00.289746,2025-08-16 18:34:00.289746,2025-08-16 19:05:00.289746,2025-08-16 19:09:00.289746,completed,2025-09-13 20:33:08.557826
124,1,2,2025-08-16 18:45:00.289746,2025-08-16 18:45:00.289746,2025-08-16 19:20:00.289746,2025-08-16 19:20:00.289746,completed,2025-09-13 20:33:08.557826
125,1,4,2025-08-16 19:00:00.289746,2025-08-16 19:00:00.289746,2025-08-16 19:35:00.289746,2025-08-16 19:35:00.289746,completed,2025-09-13 20:33:08.557826
126,1,3,2025-08-16 19:15:00.289746,2025-08-16 19:15:00.289746,2025-08-16 19:50:00.289746,2025-08-16 19:50:00.289746,completed,2025-09-13 20:33:08.557826
127,1,3,2025-08-16 19:30:00.289746,2025-08-16 19:30:00.289746,2025-08-16 20:05:00.289746,2025-08-16 20:05:00.289746,completed,2025-09-13 20:33:08.557826
128,1,4,2025-08-16 19:45:00.289746,2025-08-16 19:53:00.289746,2025-08-16 20:20:00.289746,2025-08-16 20:28:00.289746,completed,2025-09-13 20:33:08.557826
129,1,1,2025-08-16 20:00:00.289746,2025-08-16 20:05:00.289746,2025-08-16 20:35:00.289746,2025-08-16 20:40:00.289746,completed,2025-09-13 20:33:08.557826
130,1,4,2025-08-16 20:30:00.289746,2025-08-16 20:30:00.289746,2025-08-16 21:05:00.289746,2025-08-16 21:05:00.289746,completed,2025-09-13 20:33:08.557826
131,1,3,2025-08-16 21:00:00.289746,2025-08-16 21:00:00.289746,2025-08-16 21:35:00.289746,2025-08-16 21:35:00.289746,completed,2025-09-13 20:33:08.557826
132,1,4,2025-08-16 21:30:00.289746,2025-08-16 21:30:00.289746,2025-08-16 22:05:00.289746,2025-08-16 22:05:00.289746,completed,2025-09-13 20:33:08.557826
133,1,3,2025-08-17 06:00:00.289746,2025-08-17 06:00:00.289746,2025-08-17 06:35:00.289746,2025-08-17 06:35:00.289746,completed,2025-09-13 20:33:08.557826
134,1,1,2025-08-17 06:30:00.289746,2025-08-17 06:30:00.289746,2025-08-17 07:05:00.289746,2025-08-17 07:05:00.289746,completed,2025-09-13 20:33:08.557826
135,1,4,2025-08-17 07:00:00.289746,2025-08-17 07:00:00.289746,2025-08-17 07:35:00.289746,2025-08-17 07:35:00.289746,completed,2025-09-13 20:33:08.557826
136,1,4,2025-08-17 07:15:00.289746,2025-08-17 07:15:00.289746,2025-08-17 07:50:00.289746,2025-08-17 07:50:00.289746,completed,2025-09-13 20:33:08.557826
137,1,2,2025-08-17 07:30:00.289746,2025-08-17 07:30:00.289746,2025-08-17 08:05:00.289746,2025-08-17 08:05:00.289746,completed,2025-09-13 20:33:08.557826
138,1,2,2025-08-17 07:45:00.289746,2025-08-17 07:45:00.289746,2025-08-17 08:20:00.289746,2025-08-17 08:20:00.289746,completed,2025-09-13 20:33:08.557826
139,1,2,2025-08-17 08:00:00.289746,2025-08-17 08:00:00.289746,2025-08-17 08:35:00.289746,2025-08-17 08:35:00.289746,completed,2025-09-13 20:33:08.557826
140,1,4,2025-08-17 08:15:00.289746,2025-08-17 08:15:00.289746,2025-08-17 08:50:00.289746,2025-08-17 08:50:00.289746,completed,2025-09-13 20:33:08.557826
141,1,4,2025-08-17 08:30:00.289746,2025-08-17 08:30:00.289746,2025-08-17 09:05:00.289746,2025-08-17 09:05:00.289746,completed,2025-09-13 20:33:08.557826
142,1,2,2025-08-17 08:45:00.289746,2025-08-17 08:45:00.289746,2025-08-17 09:20:00.289746,2025-08-17 09:20:00.289746,completed,2025-09-13 20:33:08.557826
143,1,3,2025-08-17 09:00:00.289746,2025-08-17 09:00:00.289746,2025-08-17 09:35:00.289746,2025-08-17 09:35:00.289746,completed,2025-09-13 20:33:08.557826
144,1,3,2025-08-17 09:15:00.289746,2025-08-17 09:15:00.289746,2025-08-17 09:50:00.289746,2025-08-17 09:50:00.289746,completed,2025-09-13 20:33:08.557826
145,1,1,2025-08-17 09:30:00.289746,2025-08-17 09:30:00.289746,2025-08-17 10:05:00.289746,2025-08-17 10:05:00.289746,completed,2025-09-13 20:33:08.557826
146,1,2,2025-08-17 09:45:00.289746,2025-08-17 09:51:00.289746,2025-08-17 10:20:00.289746,2025-08-17 10:26:00.289746,completed,2025-09-13 20:33:08.557826
147,1,3,2025-08-17 10:00:00.289746,2025-08-17 10:00:00.289746,2025-08-17 10:35:00.289746,2025-08-17 10:35:00.289746,completed,2025-09-13 20:33:08.557826
148,1,1,2025-08-17 10:30:00.289746,2025-08-17 10:30:00.289746,2025-08-17 11:05:00.289746,2025-08-17 11:05:00.289746,completed,2025-09-13 20:33:08.557826
149,1,2,2025-08-17 11:00:00.289746,2025-08-17 11:00:00.289746,2025-08-17 11:35:00.289746,2025-08-17 11:35:00.289746,completed,2025-09-13 20:33:08.557826
150,1,4,2025-08-17 11:30:00.289746,2025-08-17 11:30:00.289746,2025-08-17 12:05:00.289746,2025-08-17 12:05:00.289746,completed,2025-09-13 20:33:08.557826
151,1,1,2025-08-17 12:00:00.289746,2025-08-17 12:00:00.289746,2025-08-17 12:35:00.289746,2025-08-17 12:35:00.289746,completed,2025-09-13 20:33:08.557826
152,1,4,2025-08-17 12:30:00.289746,2025-08-17 12:30:00.289746,2025-08-17 13:05:00.289746,2025-08-17 13:05:00.289746,completed,2025-09-13 20:33:08.557826
153,1,1,2025-08-17 13:00:00.289746,2025-08-17 13:00:00.289746,2025-08-17 13:35:00.289746,2025-08-17 13:35:00.289746,completed,2025-09-13 20:33:08.557826
154,1,4,2025-08-17 13:30:00.289746,2025-08-17 13:30:00.289746,2025-08-17 14:05:00.289746,2025-08-17 14:05:00.289746,completed,2025-09-13 20:33:08.557826
155,1,1,2025-08-17 14:00:00.289746,2025-08-17 14:00:00.289746,2025-08-17 14:35:00.289746,2025-08-17 14:35:00.289746,completed,2025-09-13 20:33:08.557826
156,1,3,2025-08-17 14:30:00.289746,2025-08-17 14:32:00.289746,2025-08-17 15:05:00.289746,2025-08-17 15:07:00.289746,completed,2025-09-13 20:33:08.557826
